#ID,Type,Name [JA],Name [EN],Rarity,Grade,Physical,Magical,Range Distance,Special Performance,Durability,Hardness,Weight,Slash,Strike,Pierce,checkup,Bonus Tolerance,FIG,THI,MAG,PRI,SAM,NIN,BIS,LOR,CLO,ALC,Occupations,HP,MP,STR,VIT,DEX,AGI,INT,PIE,LUK,Poison,Paralysis,Stone,Faint,Blind,Sleep,Silent,Charm,Confus ,Fear,Fire Def,Water Def,Wind Def,Earth Def,Light Def,Dark Def,Fire Atk,Water Atk,Wind Atk,地攻,光攻,闇攻,Sellable,Tradable,NEW,Lootable,Blessable,Cursable,Lower Limit,Upper Limit,Requirements,When Equipped [JA],When equipped [EN],Positive Effect,Abnormal State [JA],Abnormal State [EN],Abnormal State [JA] (text),Abnormal State [EN] (text),Status Effect,Comment [JA],Comment [EN],Obtained [JA],Obtained [EN],Note [JA],Note [EN],Collation [JA],Collation [EN],Evidence
11090606,One-Handed Club,太鼓のバチ[へ],Taiko drumstick [to],Normal,1,5,0,0,0,15,1,0.06,0,100,0,ok,16,1,1,1,1,1,1,1,1,1,1,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,-1,,,,FALSE,太鼓の音が鳴る,It is heard the sound of the drum,タイコノオトカナル,Thailand this sound Canal,100%,鳳来衆達祭りだよ！わっしょい！<br>どんなものを叩いても「カッ！」と音が鳴り響く。,"It Horai Shutachi festival! Heave-ho! <br> even hit the what ""Cut!"" and the sound resounds.",,,,,,,E
11099901,One-Handed Club,不信心者の棍棒,Of unbelievers club,Poor,1,1,0,0,0,4,2,2.8,0,100,0,ok,-1,1,0,0,1,0,0,1,1,1,1,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,-1,,PIE 低下,PIE decline,FALSE,,,,,0%,,,,,,,,,A
11100101,Two-Handed Club,ウォーハンマー,Warhammer,Normal,7,84,0,0,0,50,4,8,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 7,,,FALSE,,,,,0%,,,,,,,,,A
11100102,Two-Handed Club,ロングハンマー,Long hammer,Normal,3,56,0,0,0,50,4,8,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 3,,,FALSE,,,,,0%,,,,,,,,,A
11100103,Two-Handed Club,アイアンハンマー,Iron Hammer,Normal,5,68,0,0,0,50,4,8,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 5,,,FALSE,,,,,0%,,,,,,,,,A
11100104,Two-Handed Club,スレッジハンマー,Sledge hammer,Normal,2,45,0,0,0,46,4,8,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,-1,SR 2,,,FALSE,,,,,0%,,,,,,,,,
11100105,Two-Handed Club,スチールハンマー,Steel hammer,Normal,11,113,0,0,0,55,4,9,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11100106,Two-Handed Club,ゴールデンハンマー,Golden hammer,Good,11,117,0,0,0,45,4,8,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,30,0,2,0,-3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11100107,Two-Handed Club,ユカラハンマー,Yukarahanma,Good,17,150,15,0,0,90,4,6.4,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,20,0,0,4,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,44,-1,,プロテクション,protection,TRUE,,,,,0%,,,,,,,,,A
11100108,Two-Handed Club,ガーランド,Garland,Normal,13,119,0,0,0,45,4,8,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,36,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11100109,Two-Handed Club,プレッシャー,pressure,Good,13,123,0,0,0,50,4,8.6,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,0,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,36,-1,,,,FALSE,移動速度低下,Reduced movement speed,イトウソクトテイカ,Ito Suk door Tayca,-5%,,,,,,,,,
11100110,Two-Handed Club,タナーハンマー,Tanner hammer,Normal,14,121,91,0,0,55,4,8,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,38,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11100111,Two-Handed Club,ヴートハンマー,Vutohanma,Master,14,147,119,0,0,50,4,8,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,60,45,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,38,-1,STR 22,アタックオーラ,Attack Aura,TRUE,,,,,0%,,,,,,,,,A
11100112,Two-Handed Club,水晶石の槌,Mallet of crystal stones,Good,15,138,0,0,0,55,5,8.4,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,10,20,0,0,-3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,40,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11100113,Two-Handed Club,グラビティプレス,Gravity press,Master,16,171,0,0,0,45,4,12.5,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,50,0,4,3,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,42,-1,,重量による物理攻撃力上昇,Physical attack power rise due to weight,TRUE,,,,,0%,,,,,,,,,A
11100115,Two-Handed Club,ドルックハンマー,De Look hammer,Good,25,340,170,0,0,50,4,8,0,100,0,ok,43,1,1,0,0,0,0,1,0,1,0,323,115,60,13,9,-2,-2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,60,-1,,,,FALSE,,,,,0%,,,,,,,,,E
11100116,Two-Handed Club,トルネードハンマー,Tornado hammer,Good,22,248,125,0,0,55,4,8.5,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,60,50,3,1,3,-2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,54,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11100181,Two-Handed Club,ルーキーズハンマー,Rookies hammer,Legend,1,68,0,0,0,65,4,7.8,0,100,0,ok,0,1,0,0,1,0,0,0,0,1,0,265,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1,,,,FALSE,,,,,0%,,,,,[ジェムソケット固定] ○△,[Gem socket retaining] ○ △,,,E
11100199,Two-Handed Club,ビギナーズハンマー,Beginner's hammer,Normal,1,20,0,0,0,40,4,8,0,100,0,ok,26,1,0,0,1,0,0,1,0,1,0,329,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1,,,,FALSE,,,,,0%,,,,,,,,,E
11100201,Two-Handed Club,モルゲンステルン,Morugensuterun,Master,7,98,0,0,0,50,4,8.5,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,20,20,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 7,,,FALSE,,,,,0%,,,,,,,,,
11100202,Two-Handed Club,ヘヴィポール,Heavy pole,Good,8,97,0,0,0,50,4,8.5,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 8,,,FALSE,,,,,0%,,,,,,,,,
11100203,Two-Handed Club,スターダストフォール,Stardust Fall,Master,12,128,0,0,0,50,4,8.6,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,30,30,3,3,-5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,33,-1,,,,FALSE,気絶,Swoon,キセツ,Season,-3%,,,,,,,,,
11100205,Two-Handed Club,モリーノステイン,Molino Stain,Normal,14,122,90,0,0,50,4,8.6,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,38,-1,,,,FALSE,気絶,Swoon,キセツ,Season,-3%,,,,,,,,,A
11100206,Two-Handed Club,地鳴りの鉄槌,Hammer of Seismic,Master,10,116,0,0,0,50,4,8.5,0,100,0,ok,-1,0,0,0,1,0,0,1,0,0,0,72,50,0,3,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,27,-1,,,,FALSE,移動速度低下,Reduced movement speed,イトウソクトテイカ,Ito Suk door Tayca,-2%,,,,,,,,,A
11100207,Two-Handed Club,アサルトニードル,Assault needle,Normal,15,129,0,0,0,50,4,8.5,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,10,0,0,0,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,40,-1,,,,FALSE,,,,,0%,,,,,,,,,
11100209,Two-Handed Club,シルヴァモール,Silva Mall,Good,16,143,0,0,0,50,4,8.5,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,20,0,0,0,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,42,-1,,,,FALSE,恐怖,Fear,キヨウフ,Kiyoufu,-3%,,,,,,,,,
11100210,Two-Handed Club,ウィケッドニードル,Wicked needle,Normal,26,351,175,0,0,50,4,8.5,0,100,0,ok,38,1,0,0,1,0,0,1,0,1,0,329,70,0,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,62,-1,,,,FALSE,,,,,0%,,,,,,,,,E
11100212,Two-Handed Club,スパイクブルーヴァ,Spike Blue Cordova,Normal,17,140,0,0,0,50,4,8.5,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,10,0,0,0,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,44,-1,,,,FALSE,,,,,0%,,,,,,,,,
11100213,Two-Handed Club,レッドルチルモール,Red rutile Mall,Good,20,204,108,0,0,50,4,8.5,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,60,0,3,-3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,50,-1,,現在 HP による物理攻撃力上昇,Physical attack power rise due to HP currently,TRUE,,,,,0%,,,,,,,,,A
11100301,Two-Handed Club,フットマンズフレイル,Foot Man's Flail,Normal,10,111,0,0,0,50,4,8.3,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,27,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11100302,Two-Handed Club,ヘヴィモール,Heavy Mall,Master,11,124,0,0,0,50,4,15,0,100,0,ok,-1,1,0,0,1,0,0,1,0,0,0,73,150,0,5,5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11100303,Two-Handed Club,ヴロエッタフレイル,Vro Etta flail,Normal,20,195,103,0,0,50,4,5.5,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,0,1,-3,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,50,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11100304,Two-Handed Club,ロングメイス,Long Mace,Normal,9,100,0,0,0,50,4,8.3,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,24,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11100305,Two-Handed Club,ゲルブシュタッヘル,Gelb Stadt Hell,Master,12,130,0,0,0,50,4,8.3,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,40,0,2,2,-3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,33,-1,,,,FALSE,麻痺,paralysis,マヒ,Paralysis,-3%,,,,,,,,,
11100306,Two-Handed Club,グレッジラプト,Gurejjiraputo,Master,13,138,0,0,0,50,4,8.3,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,35,35,4,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,36,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11100307,Two-Handed Club,ワーテルフレイル,Lower Tel Flail,Good,14,132,106,0,0,50,4,8.3,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,30,0,3,0,-3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,38,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11100308,Two-Handed Club,シュプーリアン,Shupurian,Master,15,154,0,0,0,50,4,8.3,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,50,0,2,0,-3,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,40,-1,,アタックオーラ,Attack Aura,TRUE,,,,,0%,,,,,,,,,A
11100309,Two-Handed Club,パワーフレイル,Power Flail,Normal,16,135,0,0,0,50,4,8.3,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,10,0,2,0,-4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,42,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11100311,Two-Handed Club,フリンティアポール,Flynn tier Paul,Normal,21,212,110,0,0,50,4,5.8,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,0,1,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11100401,Two-Handed Club,友愛の槌,Fraternity of mallet,Good,23,274,133,0,0,50,4,8,0,100,0,ok,42,1,0,0,1,0,0,1,0,1,0,329,100,50,9,6,-2,-2,1,5,7,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56,-1,,,,FALSE,,,,,0%,,,,,,,,,E
11100402,Two-Handed Club,ノッククレル,Nokkukureru,Normal,25,325,165,0,0,50,4,8,0,100,0,ok,38,1,0,0,1,0,0,1,0,1,0,329,60,10,6,2,-3,-2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,60,-1,,,,FALSE,,,,,0%,,,,,,,,,E
11100501,Two-Handed Club,ウォールブレイカー,Wall Breaker,Master,19,211,112,0,0,50,4,8,0,100,0,ok,45,1,0,0,1,0,0,1,0,1,0,329,20,-15,7,0,-3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,,マテリアルキラー,Materials killer,TRUE,防御力無視,Ignore defense force,ホウキヨリヨクムシ,Broom better Musi,10%,,,,,,,,,E
11100502,Two-Handed Club,ブロンズハンマー,Bronze hammer,Normal,22,237,120,0,0,50,4,5.8,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,30,0,2,2,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,54,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11100505,Two-Handed Club,デスプレッシャー,Death pressure,Master,21,244,127,0,0,50,4,8,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,140,30,8,8,-3,-3,3,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,LVによる物理攻撃力上昇,Physical attack power rise due to LV,TRUE,混乱,confusion,コンラン,Conran,5%,,,,,,,,,A
11100508,Two-Handed Club,スラーブハンマー,Surabu hammer,Master,24,360,179,0,0,50,4,15,0,100,0,ok,47,1,0,0,1,0,0,1,0,1,0,329,120,0,16,0,-3,-5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,通常攻撃時確率でパワーチャージ発動,Power charge triggered in the normal attack during the probability,TRUE,物理防御力低下,Decreased physical defense force,フツリホウキヨリヨクテイカ,Hutu Li broom better Tayca,-5%,,,,,,,,,E
11100601,Two-Handed Club,ウェイトインパクト,Wait impact,Normal,23,262,127,0,0,50,4,8,0,100,0,ok,37,1,0,0,1,0,0,1,0,1,0,329,50,0,6,4,0,-5,0,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56,-1,,,,FALSE,,,,,0%,,,,,,,,,E
11100603,Two-Handed Club,セルフィウス,Serufiusu,Master,26,403,202,0,0,50,4,9.5,0,100,0,ok,48,1,0,0,1,0,0,0,0,1,0,265,240,0,23,12,2,-2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,62,-1,,アクティブバリア,Active barrier,TRUE,,,,,0%,,,,,,,,,E
11100604,Two-Handed Club,グランフォルス,Gran false,Master,25,374,183,0,0,50,4,13,0,100,0,ok,48,1,0,0,1,0,0,0,0,0,0,9,200,0,20,11,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,60,-1,,攻撃時 OD 回復量上昇,Attack when OD recovery amount rises,TRUE,,,,,0%,,,,,[スキル] デストラクトサイン,[Skills] destruct sign,,,E
11100606,Two-Handed Club,怨嗟壊槌,Ensa 壊槌,Master,21,251,131,0,0,50,4,8,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,100,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,20,20,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,呪穿孔,Curse drilling,TRUE,,,,,0%,,,,,,,,,A
11100703,Two-Handed Club,獣王の爛棍,爛棍 of Shishio,Master,19,218,115,0,0,50,4,10,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,50,0,4,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,,,,FALSE,爛れ,sore,タタレ,Tatare,-5%,,,,,,,,,A
11100704,Two-Handed Club,氷塊石の槌,Mallet of ice blocks stone,Master,24,338,166,0,0,50,4,8,0,100,0,ok,47,1,0,0,1,0,0,1,0,1,0,329,150,50,15,6,-2,-1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,水攻撃属性による物理攻撃力上昇,Physical attack power rise due to water attack attribute,TRUE,,,,,0%,,,,,,,,,E
11100705,Two-Handed Club,バウンダリーハンマー,Boundary hammer,Normal,24,294,144,0,0,50,4,8,0,100,0,ok,37,1,0,0,1,0,0,1,0,1,0,329,50,20,4,5,-3,-2,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,,,FALSE,,,,,0%,,,,,,,,,E
11100801,Two-Handed Club,ガーディアンスタンプ,Guardian stamp,Good,19,194,103,0,0,50,4,8,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,70,0,0,6,-3,-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,,プロテクション,protection,TRUE,,,,,0%,,,,,,,,,A
11100802,Two-Handed Club,七星の大槌,Otsuchi of Seven Star,Master,18,195,104,0,0,50,4,8,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,70,70,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,46,-1,,ハードヒットダメージ増加,Hard hit damage increase,TRUE,,,,,0%,,,,,,,,,A
11100803,Two-Handed Club,エクセレイア,Ekusereia,Good,21,222,115,0,0,50,4,8.5,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,70,30,4,3,-3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,士気高揚,Morale,TRUE,,,,,0%,,,,,,,,,A
11100804,Two-Handed Club,トラヴァーリ,Toravari,Master,23,302,147,0,0,50,4,8,0,100,0,ok,47,1,0,0,1,0,0,1,0,1,0,329,150,0,12,8,-1,-3,2,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56,-1,,激震,severe earthquake,TRUE,全ステータス減少,All status reduction,センステエタスケンシヨウ,Sense Hand-painted Tusken NOT USED,-10%,,,,,,,,,E
11100805,Two-Handed Club,グルーガ,Guruga,Master,20,230,119,0,0,50,4,8,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,200,0,8,7,-3,-5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,50,-1,,ゾンビキラー,Zombie Killer,TRUE,気絶,Swoon,キセツ,Season,-3%,,,,,,,,,
11100806,Two-Handed Club,爆轟大棍,Detonation Dai棍,Artifact,26,800,598,0,0,60,4,18,0,100,0,ok,0,1,0,0,1,0,0,1,0,0,0,73,150,80,18,0,9,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,70,-1,,ファイアボムエンチャント,Fire Bomb Enchantment,TRUE,,,,,0%,,,,,,,,,E
11170104,Two-Handed Club,ヴォイドハンマー,Void hammer,Master,25,380,163,0,0,35,5,6.5,0,100,0,ok,48,1,0,0,1,0,0,1,0,1,0,329,340,0,22,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,60,-1,,無属性追加攻撃,Non-attribute additional attack,TRUE,,,,,0%,,,,,,,,,E
11170106,Two-Handed Club,ヒュレンスハンマー,Fuse Reference hammer,Legend,1,200,0,0,0,70,4,1.2,0,0,100,ok,-1,1,0,0,1,0,0,1,0,1,0,329,15,0,0,0,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,20,35,,,,FALSE,,,,,0%,,,,,,,,,A
