#,ID,String,Message type,Supports special tags
#Category name,,,,
#,,,,
PARTY_RECRUIT,-825,The comment contains prohibited words.,SYSTEM_NOTIFY,
PARTY_CREATE,0,The party has been created.,SYSTEM_WARNING,
PARTY_DISBAND,0,The party has been disbanded.,SYSTEM_NOTIFY,
PARTY_KICK,10,I was banished from the party.,SYSTEM_NOTIFY,
PARTY_KICK,0,Exiled %s from the party.,SYSTEM_NOTIFY,
PARTY_KICK,GENERIC,Failed to expel a member.,SYSTEM_NOTIFY,
PARTY_KICK,-824,You cannot exile unless you empty the draw box.,SYSTEM_NOTIFY,
PARTY_LEADER,0,I got the leadership right.,SYSTEM_NOTIFY,
PARTY_LEAVE,0,I left the party.,SYSTEM_NOTIFY,
PARTY_GETITEM,0,%1%s got %2%s.,PARTY_ITEMGET,
PARTY_GETITEM,1,%1%s got %2%s and %3%d pieces.,PARTY_ITEMGET,
PARTY_GETMONEY,0,%1%s got %2%s gold.,PARTY_ITEMGET,
PARTY_DRAW_ITEM_IN,0,%s has been placed in the draw box.,PARTY_ITEMGET,
PARTY_DRAW_FULL_INVENTORY,0,I cannot participate because there is no space in my inventory.,SYSTEM_IMPORTANCE,
PARTY_DRAW_FAILED,0,I couldn't draw because there was no space in my inventory.,SYSTEM_IMPORTANCE,
PARTY_DRAW_FAILED,1,"%s disappeared because everyone else's inventory was full"","" except for the person who chose the path.",SYSTEM_IMPORTANCE,
PARTY_DRAW_ENTRY,0,I participated in the draw.,SYSTEM_NOTIFY,
PARTY_DRAW_PASS,0,I passed the draw.,SYSTEM_NOTIFY,
PARTY_DRAW_LOT_RESULT,0,%1%s got %2%s.,PARTY_ITEMGET,
PARTY_SEARCH,-1,No party was found that matches your search criteria.,SYSTEM_NOTIFY,
PARTY_SEARCH,-2,We couldn't find any party applicants that match your search criteria.,SYSTEM_NOTIFY,
PARTY_MENTOR,0,The mentor settings have limited the level of party members.,SYSTEM_NOTIFY,
PARTY_MENTOR,1,The party mentor has been lifted.,SYSTEM_NOTIFY,
PARTY_MENTOR,2,The party limit level has been updated.,SYSTEM_NOTIFY,
PARTY_MENTOR,10,The level limit of %d has been applied.,SYSTEM_NOTIFY,
PARTY_MENTOR,11,The level limit has been lifted.,SYSTEM_NOTIFY,
PARTY_MSG,-1,An error has occurred.,SYSTEM_NOTIFY,
PARTY_MSG,-800,My party affiliation is incorrect,SYSTEM_NOTIFY,
PARTY_MSG,-801,Already attending the party,SYSTEM_NOTIFY,
PARTY_MSG,-802,I haven't attended the party.,SYSTEM_NOTIFY,
PARTY_MSG,-803,That player doesn't exist.,SYSTEM_NOTIFY,
PARTY_MSG,-804,Subject is participating in this party,SYSTEM_NOTIFY,
PARTY_MSG,-805,The subject is participating in another party,SYSTEM_NOTIFY,
PARTY_MSG,-806,You do not have invitation permission.,SYSTEM_NOTIFY,
PARTY_MSG,-807,The maximum number of party members has been reached.,SYSTEM_NOTIFY,
PARTY_MSG,-808,I have already invited you.,SYSTEM_NOTIFY,
PARTY_MSG,-809,We are inviting other players.,SYSTEM_NOTIFY,
PARTY_MSG,-810,Other party members are inviting.,SYSTEM_NOTIFY,
PARTY_MSG,-811,Invited by another party.,SYSTEM_NOTIFY,
PARTY_MSG,-812,It is a player in the stall.,SYSTEM_NOTIFY,
PARTY_MSG,-813,The player during the event.,SYSTEM_NOTIFY,
PARTY_MSG,-814,The player who is logged out.,SYSTEM_NOTIFY,
PARTY_MSG,-815,The player who is dead.,SYSTEM_NOTIFY,
PARTY_MSG,-816,I'm already applying to join the party.,SYSTEM_NOTIFY,
PARTY_MSG,-817,I am applying to join another party.,SYSTEM_NOTIFY,
PARTY_MSG,-818,We are responding to other players' participation applications.,SYSTEM_NOTIFY,
PARTY_MSG,-819,That party doesn't exist.,SYSTEM_NOTIFY,
PARTY_MSG,-820,I'm not a party leader.,SYSTEM_NOTIFY,
PARTY_MSG,-821,The player is not a party member.,SYSTEM_NOTIFY,
PARTY_MSG,-822,The recruitment is closed.,SYSTEM_NOTIFY,
PARTY_MSG,-823,"Since the target is a closed party"","" you cannot participate without an invitation from the party.",SYSTEM_NOTIFY,
PARTY_MSG,-826,The maximum number of party members has been reached.,SYSTEM_NOTIFY,
PARTY_MSG,-2201,The target is registered in the deny list.,SYSTEM_NOTIFY,
PARTY_MSG,-2202,Cannot invite because it is on the other party's rejection list,SYSTEM_NOTIFY,
PARTY_MSG,-825,The comment contains prohibited words.,SYSTEM_NOTIFY,
PARTY_MSG,-827,You do not have mentor privileges.,SYSTEM_NOTIFY,
PARTY_MSG,-828,I'm already a mentor.,SYSTEM_NOTIFY,
PARTY_MSG,-829,I'm not a mentor.,SYSTEM_NOTIFY,
PARTY_MSG,-830,You cannot start a mentor on the battlefield.,SYSTEM_NOTIFY,
PARTY_MSG,-831,You cannot start a mentor during level sync.,SYSTEM_NOTIFY,
PARTY_MSG,10000,You can't invite yourself to a party.,SYSTEM_NOTIFY,
PARTY_MSG,GENERIC,Party error,SYSTEM_NOTIFY,
PARTY_CHANGE_MODE,GENERIC,Failed to change party type.,SYSTEM_NOTIFY,
PARTY_CHANGE_MODE,0,The party type has been changed to closed party.,SYSTEM_NOTIFY,
PARTY_CHANGE_MODE,1,The party type has been changed to open party.,SYSTEM_NOTIFY,
# Trap release related log,,,,
TRAP_SUCCESS,0,The trap was released successfully.,SYSTEM_NOTIFY,
TRAP_SUCCESS,1,<action name> succeeded in releasing the trap.,SYSTEM_NOTIFY,1
# Trap release related log,,,,
TREASURETRAP_FAILED,1,Oops! <treasure_trap name>,TRAP_EXEC,1
TREASURETRAP_AFFECTED,2,Damaged by %d due to <treasure_trap name>,TRAP_EXEC,1
TREASURETRAP_AFFECTED,-1,Lost %1%s of Soul Material%2%d,SYSTEM_NOTIFY,
TREASURETRAP_AFFECTED,-2,Obtained %1%s of Soul Material%2%d,SYSTEM_NOTIFY,
#Log when equipment is damaged,,,,
EQUIPBREAK,1,%s is broken,SYSTEM_IMPORTANCE,
EQUIPBREAK,2,%2%s of %1%s is broken,SYSTEM_IMPORTANCE,
EQUIPBREAK,3,%2%s of %1%s is broken,SYSTEM_IMPORTANCE,
EQUIPBREAK,4,The durability of %s is reduced.,SYSTEM_IMPORTANCE,
#Warehouse log,,,,
STORAGE_DEPOSITMONEY,0,I deposited %s gold.,SYSTEM_NOTIFY,
STORAGE_DEPOSITITEM,0,I deposited %s.,SYSTEM_NOTIFY,
STORAGE_DEPOSITITEM,1,I deposited %1%s and %2%d.,SYSTEM_NOTIFY,
STORAGE_DEPOSITITEM,2,There is no space in the warehouse.,SYSTEM_NOTIFY,
STORAGE_DEPOSITITEM,3,I deposited %1%s in the warehouse [%2%s].,SYSTEM_NOTIFY,
STORAGE_DEPOSITITEM,4,%1%s was deposited in the warehouse [%2%s] by %3%d.,SYSTEM_NOTIFY,
STORAGE_DEPOSITITEM,5,Please select a cloakroom that is free to deposit your items.,SYSTEM_NOTIFY,
STORAGE_DRAWITEM,0,Withdrawn %s.,SYSTEM_NOTIFY,
STORAGE_DRAWITEM,1,Withdrawn %1%s by %2%d.,SYSTEM_NOTIFY,
STORAGE_DRAWITEM,2,There is no free inventory.,SYSTEM_NOTIFY,
STORAGE_DRAWITEM,3,Withdrawn %1%s from the warehouse [%2%s].,SYSTEM_NOTIFY,
STORAGE_DRAWITEM,4,Withdrawn %1%s from the warehouse [%2%s] by %3%d.,SYSTEM_NOTIFY,
STORAGE,-700,The amount is insufficient.,SYSTEM_NOTIFY,
STORAGE,-701,I can't deposit any more money.,SYSTEM_NOTIFY,
STORAGE,-203,You can't move there.,SYSTEM_NOTIFY,
STORAGE,-204,There are no specified number of items.,SYSTEM_NOTIFY,
STORAGE,-206,Items that are equipped cannot be deposited.,SYSTEM_NOTIFY,
STORAGE,-214,It cannot be deposited in the unidentified state.,SYSTEM_NOTIFY,
STORAGE,-900,There is no free inventory.,SYSTEM_NOTIFY,
STORAGE,-201,There is no free inventory.,SYSTEM_NOTIFY,
STORAGE,-2801,This item cannot be stored in the warehouse.,SYSTEM_NOTIFY,
STORAGE,-2802,Forbidden words are used.,SYSTEM_NOTIFY,
STORAGE,-1718,It is being used by other members.,SYSTEM_NOTIFY,
STORAGE,1,Items on sale at the stalls cannot be deposited.,SYSTEM_NOTIFY,
STORAGE,2,This slot is currently unavailable.,SYSTEM_NOTIFY,
STORAGE,3,This extended cloakroom is not available.,SYSTEM_NOTIFY,
STORAGE,GENERIC,This item cannot be deposited.,SYSTEM_NOTIFY,
#Token ring creation,,,,
ERR_TALKRING_CREATE,GENERIC,Failed to create Token Ring,SYSTEM_NOTIFY,
ERR_TALKRING_CREATE,-1200,Not a Token Ring creation kit,SYSTEM_NOTIFY,
ERR_TALKRING_CREATE,-1201,The name already in use,SYSTEM_NOTIFY,
ERR_TALKRING_CREATE,-1202,Token ring is being created,SYSTEM_NOTIFY,
ERR_TALKRING_CREATE,-1203,I already have a Master Token Ring so I can't create it,SYSTEM_NOTIFY,
ERR_TALKRING_CREATE,-1204,Token Ring name contains characters that cannot be used,SYSTEM_NOTIFY,
ERR_TALKRING_CREATE,0,[Mastering%s] has been created,SYSTEM_NOTIFY,
ERR_TALKRING_RENAME,GENERIC,Failed to rename Token Ring,SYSTEM_NOTIFY,
ERR_TALKRING_RENAME,0,Renamed to [%s master ring],SYSTEM_NOTIFY,
ERR_TALKRING_RENAME,-1200,Not a Token Ring that can be changed,SYSTEM_NOTIFY,
#Soul Delete,,,,
SOUL_DELETE,GENERIC,Failed to delete soul,SYSTEM_NOTIFY,
SOUL_DELETE,0,Deleted soul,SYSTEM_NOTIFY,
SOUL_DELETE,-614,The soul could not be deleted because the character existed.,SYSTEM_NOTIFY,
#trade,,,,
TRADE_CANCEL,GENERIC,The trade failed.,SYSTEM_NOTIFY,
TRADE_CANCEL,-34,"If you are in stealth"","" you cannot apply for a trade.",SYSTEM_NOTIFY,
TRADE_CANCEL,-3002,You cannot trade during the event.,SYSTEM_NOTIFY,
TRADE_CANCEL,-4000,You cannot start trading because you are too far away from your opponent.,SYSTEM_NOTIFY,
TRADE_NOT,GENERIC,This item cannot be traded.,SYSTEM_WARNING,
TRADE_NOT,0,I succeeded in trading.,SYSTEM_WARNING,
TRADE_NOT,1,I have already applied for a trade.,SYSTEM_NOTIFY,
TRADE_NOT,2,We are already applying for a trade.,SYSTEM_NOTIFY,
TRADE_NOT,3,You have exceeded the number that can be traded at one time.,SYSTEM_WARNING,
TRADE_NOT,4,Items that are equipped cannot be traded.,SYSTEM_WARNING,
TRADE_NOT,5,This item has already been selected.,SYSTEM_WARNING,
TRADE_NOT,6,There is nothing to trade.,SYSTEM_WARNING,
TRADE_NOT,7,The amount of money you have in %s has exceeded the upper limit.,SYSTEM_WARNING,
TRADE_NOT,8,There is not enough free inventory in %s.,SYSTEM_WARNING,
TRADE_NOT,9,You cannot get gold that exceeds the maximum amount of money you have.,SYSTEM_WARNING,
TRADE_NOT,10,There is not enough free inventory.,SYSTEM_WARNING,
TRADE_NOT,11,This item is on sale at a stall.,SYSTEM_WARNING,
TRADE_NOT,12,The amount of money you have in %s is less than the amount you are offering.,SYSTEM_WARNING,
TRADE_NOT,13,The item slot in %s is invalid.,SYSTEM_WARNING,
TRADE_NOT,14,Your money is less than what you are offering.,SYSTEM_WARNING,
TRADE_NOT,15,The item slot is invalid.,SYSTEM_WARNING,
TRADE_NOT,16,Trading has already started.,SYSTEM_WARNING,
TRADE_NOT,17,It cannot be operated while the contents are being posted.,SYSTEM_WARNING,
TRADE_NOT,18,You cannot trade items in different inventories.,SYSTEM_WARNING,
TRADE_NOT,-215,It is not your property.,SYSTEM_WARNING,
TRADE_NOT,-4001,Items in the Avatar Inventory cannot be traded.,SYSTEM_WARNING,
TRADE_NOT,-4002,You cannot trade items in different inventories at the same time.,SYSTEM_WARNING,
#shop,,,,
SHOP_BUY,-700,I don't have enough money.,SYSTEM_WARNING,
SHOP_BUY,-701,I couldn't buy it because it exceeded the money of the store owner.,SYSTEM_WARNING,
SHOP_SELL,-701,I can't have any more money in my possession.,SYSTEM_WARNING,
SHOP_IDENTIFY,-700,I don't have enough money.,SYSTEM_WARNING,
SHOP_FORGE,-700,I don't have enough money.,SYSTEM_WARNING,
SHOP_FORGE_SP,-700,I don't have enough money.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-700,I don't have enough money.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,-700,I don't have enough money.,SYSTEM_WARNING,
SHOP_REPAIR,-700,I don't have enough money.,SYSTEM_WARNING,
SHOP_REMOVE_CURSE,-700,I don't have enough money.,SYSTEM_WARNING,
SHOP_SOUL_MATERIAL,-700,Not enough soul material.,SYSTEM_WARNING,
SHOP_ADVENTURER_MEDAL,-700,Not enough adventurer medals.,SYSTEM_WARNING,
SHOP_ROGUEMAP_GOLD_MEDAL,-700,There are not enough Athenian gold coins.,SYSTEM_WARNING,
SHOP_ROGUEMAP_SILVER_MEDAL,-700,Not enough data silver coins.,SYSTEM_WARNING,
SHOP_MAC_POINT,-700,Not enough MAC points.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,-700,I don't have enough money.,SYSTEM_WARNING,
SHOP_ROGUE_POINT,-700,Not enough police mata bronze coins.,SYSTEM_WARNING,
SHOP_ROGUE_POINT,-701,I can't have any more Police Mata bronze coins.,SYSTEM_WARNING,
SHOP_ENCHANT_EXPORT,-700,I don't have enough money.,SYSTEM_WARNING,
SHOP_BUY,-204,I have a lot of belongings!,SYSTEM_WARNING,
SHOP_SELL,-204,I don't own anything that can be sold.,SYSTEM_WARNING,
SHOP_IDENTIFY,-204,I don't own anything that can be identified.,SYSTEM_WARNING,
SHOP_FORGE,-204,I don't own anything that can be trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,-204,I don't own anything that can be specially trained.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-204,I don't own anything that can be arcane.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,-204,I don't have anything that can be ported to a gem socket.,SYSTEM_WARNING,
SHOP_REPAIR,-204,I don't own anything that can be repaired.,SYSTEM_WARNING,
SHOP_REMOVE_CURSE,-204,There are no items that need to be dispelled.,SYSTEM_WARNING,
SHOP_SOUL_MATERIAL,-204,I have a lot of belongings!,SYSTEM_WARNING,
SHOP_ADVENTURER_MEDAL,-204,I have a lot of belongings!,SYSTEM_WARNING,
SHOP_ROGUEMAP_GOLD_MEDAL,-204,I have a lot of belongings!,SYSTEM_WARNING,
SHOP_ROGUEMAP_SILVER_MEDAL,-204,I have a lot of belongings!,SYSTEM_WARNING,
SHOP_MAC_POINT,-204,I have a lot of belongings!,SYSTEM_WARNING,
SHOP_BUY,-207,I have a lot of belongings!,SYSTEM_WARNING,
SHOP_SELL,-207,I don't own anything that can be sold.,SYSTEM_WARNING,
SHOP_IDENTIFY,-207,I don't own anything that can be identified.,SYSTEM_WARNING,
SHOP_FORGE,-207,I don't own anything that can be trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,-207,I don't own anything that can be specially trained.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-207,I don't own anything that can be specially trained.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,-207,I don't have anything that can be ported to a gem socket.,SYSTEM_WARNING,
SHOP_REPAIR,-207,I don't own anything that can be repaired.,SYSTEM_WARNING,
SHOP_REMOVE_CURSE,-207,There are no items that need to be dispelled.,SYSTEM_WARNING,
SHOP_SOUL_MATERIAL,-207,I have a lot of belongings!,SYSTEM_WARNING,
SHOP_ADVENTURER_MEDAL,-207,I have a lot of belongings!,SYSTEM_WARNING,
SHOP_ROGUEMAP_GOLD_MEDAL,-207,I have a lot of belongings!,SYSTEM_WARNING,
SHOP_ROGUEMAP_SILVER_MEDAL,-207,I have a lot of belongings!,SYSTEM_WARNING,
SHOP_MAC_POINT,-207,I have a lot of belongings!,SYSTEM_WARNING,
SHOP_SELL,-206,Equipped items cannot be sold.,SYSTEM_WARNING,
SHOP_IDENTIFY,-206,Items that are equipped cannot be identified.,SYSTEM_WARNING,
SHOP_FORGE,-206,Those that are equipped cannot be trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,-206,Those that are equipped cannot be specially trained.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,-206,You cannot use the ones that are equipped.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,-206,Gem sockets cannot be transplanted to those equipped.,SYSTEM_WARNING,
SHOP_REPAIR,-206,Those that are equipped cannot be repaired.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,-206,Items that are equipped cannot be granted.,SYSTEM_WARNING,
SHOP_ENCHANT_EXPORT,-206,Items that are equipped cannot be extracted.,SYSTEM_WARNING,
SHOP_REPAIR,-214,Unidentified items cannot be repaired.,SYSTEM_WARNING,
SHOP_REPAIR,1,Items with the highest durability cannot be repaired.,SYSTEM_WARNING,
SHOP_REPAIR,2,Only durable equipment can be repaired.,SYSTEM_WARNING,
SHOP_REPAIR,3,Some equipment in the premium bag cannot be repaired because the Medal with Diment has expired.,SYSTEM_WARNING,
SHOP_REPAIR,4,Equipment in the Premium Bag cannot be repaired because the Medal with Diment has expired.,SYSTEM_WARNING,
SHOP_BUY,GENERIC,I can't buy it.,SYSTEM_WARNING,
SHOP_SELL,GENERIC,Cannot be sold.,SYSTEM_WARNING,
SHOP_IDENTIFY,GENERIC,It cannot be appraised because it is an appraised item.,SYSTEM_WARNING,
SHOP_FORGE,GENERIC,I can't train.,SYSTEM_WARNING,
SHOP_FORGE_SP,GENERIC,Special training is not possible.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,GENERIC,I can't do arcane.,SYSTEM_WARNING,
SHOP_REPAIR,GENERIC,It cannot be repaired.,SYSTEM_WARNING,
SHOP_REMOVE_CURSE,GENERIC,I can't dispel it.,SYSTEM_WARNING,
SHOP_SOUL_MATERIAL,GENERIC,It cannot be exchanged.,SYSTEM_WARNING,
SHOP_ADVENTURER_MEDAL,GENERIC,It cannot be exchanged.,SYSTEM_WARNING,
SHOP_ROGUEMAP_GOLD_MEDAL,GENERIC,It cannot be exchanged.,SYSTEM_WARNING,
SHOP_ROGUEMAP_SILVER_MEDAL,GENERIC,It cannot be exchanged.,SYSTEM_WARNING,
SHOP_MAC_POINT,GENERIC,It cannot be exchanged.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,GENERIC,Cannot be granted.,SYSTEM_WARNING,
SHOP_ENCHANT_EXPORT,GENERIC,Cannot be extracted.,SYSTEM_WARNING,
SHOP_REMOVE_CURSE,-209,This item is not cursed.,SYSTEM_WARNING,
SHOP_SELL,-215,It is not your property.,SYSTEM_WARNING,
SHOP_BUY,100,The cart is full.,SYSTEM_WARNING,
SHOP_ADVENTURER_MEDAL,100,The cart is full.,SYSTEM_WARNING,
SHOP_ROGUEMAP_GOLD_MEDAL,100,The cart is full.,SYSTEM_WARNING,
SHOP_ROGUEMAP_SILVER_MEDAL,100,The cart is full.,SYSTEM_WARNING,
SHOP_MAC_POINT,100,The cart is full.,SYSTEM_WARNING,
CASH SHOP,-20,It is a soul name that does not exist.,SYSTEM_WARNING,
CASH SHOP,-235,The number of uses is the limit.,SYSTEM_WARNING,
CASH SHOP,-700,I don't have enough money.,SYSTEM_WARNING,
CASH SHOP,-207,I have a lot of belongings!,SYSTEM_WARNING,
CASH SHOP,-2201,I cannot give a gift because the other party is registered in my refusal list.,SYSTEM_WARNING,
CASH SHOP,-2202,You cannot give a gift because it is registered in the other party's rejection list.,SYSTEM_WARNING,
CASH SHOP,-2400,I couldn't give a gift because the other party has reached the mail reception limit.,SYSTEM_WARNING,
CASH SHOP,-2410,Can't send to myself,SYSTEM_WARNING,
CASH SHOP,-3300,Currently not available for purchase.,SYSTEM_WARNING,
CASH SHOP,-3301,"Currently"","" gifts at the Royal Shop are not available.",SYSTEM_WARNING,
CASH SHOP,-3302,Items that cannot be presented are included in the cart.,SYSTEM_WARNING,
CASH SHOP,GENERIC,I can't buy it.,SYSTEM_WARNING,
SHOP_FORGE,100,Armor of Legend quality cannot be trained.,SYSTEM_WARNING,
SHOP_FORGE,101,Armor of quality Artifact cannot be trained.,SYSTEM_WARNING,
SHOP_FORGE,102,Armor of quality Other cannot be trained.,SYSTEM_WARNING,
SHOP_FORGE,110,Token Ring cannot be trained.,SYSTEM_WARNING,
SHOP_FORGE,111,Accessories cannot be trained.,SYSTEM_WARNING,
SHOP_FORGE,112,Arrows cannot be trained.,SYSTEM_WARNING,
SHOP_FORGE,113,Avatar equipment cannot be trained.,SYSTEM_WARNING,
SHOP_FORGE,114,Only equipment can be trained.,SYSTEM_WARNING,
SHOP_FORGE,115,The discount ticket in the premium bag is not available because the Medal with Diment has expired.,SYSTEM_WARNING,
SHOP_FORGE,116,Equipment in the Premium Bag cannot be trained because the Diment Medal has expired.,SYSTEM_WARNING,
SHOP_FORGE,117,Items in the Premium Bag will not be available as the Medal with Diment has expired.,SYSTEM_WARNING,
SHOP_FORGE,118,Bullets cannot be trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,100,Armor of Legend quality cannot be trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,101,Armor of quality Artifact cannot be trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,102,Armor of quality Other cannot be trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,110,Token Ring cannot be specially trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,111,Accessories cannot be specially trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,112,Arrows cannot be specially trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,113,Avatar equipment cannot be specially trained.,SYSTEM_WARNING,
SHOP_FORGE_SP,114,Special training is not possible except for equipment.,SYSTEM_WARNING,
SHOP_FORGE_SP,115,The discount ticket in the premium bag is not available because the Medal with Diment has expired.,SYSTEM_WARNING,
SHOP_FORGE_SP,116,Equipment in the Premium Bag cannot be specially trained because the Diment Medal has expired.,SYSTEM_WARNING,
SHOP_FORGE_SP,117,Items in the Premium Bag will not be available as the Medal with Diment has expired.,SYSTEM_WARNING,
SHOP_FORGE_SP,118,Bullets cannot be specially trained.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,100,Armor of Legend quality cannot be arcane.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,101,Armor of quality Artifact cannot be arcane.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,110,Token Ring cannot be used as an arcane technique.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,111,Accessories cannot be arcane.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,112,Arrows cannot be arcane.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,113,Avatar equipment cannot be used as an arcane technique.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,114,Only equipment can be used for arcane techniques.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,115,The discount ticket in the premium bag is not available because the Medal with Diment has expired.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,116,Equipment in the Premium Bag cannot be used as a secret because the Medal with Diment has expired.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,117,Items in the Premium Bag will not be available as the Medal with Diment has expired.,SYSTEM_WARNING,
SHOP_FORGE_SECRETART,118,Bullets cannot be arcane.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,110,Token Ring is not a portable piece of equipment.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,111,Accessories are not portable equipment.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,112,Arrows are not portable equipment.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,113,Avatar equipment is not a portable equipment.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,114,Gem sockets cannot be transplanted except for equipment.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,115,Equipment B can only set the same items as Equipment A.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,116,Equipment in the Premium Bag cannot be gem-socketed because the Diment Medal has expired.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,117,Items in the Premium Bag will not be available as the Medal with Diment has expired.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,118,This item cannot be used for gem socket porting.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,119,Equipment without a gem socket cannot be set in equipment B.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,120,Please set equipment A first.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,121,Set equipment B.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,122,Shields are not portable equipment.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,123,The cloak is not a portable piece of equipment.,SYSTEM_WARNING,
SHOP_REPLACE_GEMSOCKET,124,Bullets are not portable equipment.,SYSTEM_WARNING,
SHOP_SELL,0,Sold %1%s and got %2%s gold,SELF_ITEMGET,
SHOP_SELL,1,Sold %1%s to %2%d and got %3%s Gold,SELF_ITEMGET,
SHOP_SELL,2,Sold %s,SELF_ITEMGET,
SHOP_SELL,3,Sold %1%s %2%d,SELF_ITEMGET,
SHOP_SELL,10,Sold %1%s and got %2%s of Police Mata bronze coins,SELF_ITEMGET,
SHOP_SELL,11,Sold %1%s %2%d and got %3%s police mata bronze coins,SELF_ITEMGET,
SHOP_SELL,-237,This item is not for sale,SYSTEM_WARNING,
SHOP_SELL,20,Only items in the temporary inventory can be sold.,SYSTEM_WARNING,
SHOP_IDENTIFY,20,Only items in the temporary inventory can be appraised.,SYSTEM_WARNING,
SHOP_REPAIR,20,Only items in the temporary inventory can be repaired.,SYSTEM_WARNING,
GEM,100,Items in the Premium Bag will not be available as the Medal with Diment has expired.,SYSTEM_WARNING,
SHOP_BUY,1,There are no products left.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,101,Armor of Legend quality cannot be granted.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,102,Armor of quality Artifact cannot be granted.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,103,Armor of quality Other cannot be granted.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,110,Token Ring cannot be given.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,112,Arrows cannot be given.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,113,Avatar equipment cannot be granted.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,114,Only equipment can be granted.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,116,Equipment in the Premium Bag cannot be granted as the Medal with Diment has expired.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,117,Items in the Premium Bag will not be available as the Medal with Diment has expired.,SYSTEM_WARNING,
SHOP_FORGE_ENCHANT,118,Bullets cannot be trained.,SYSTEM_WARNING,
#Recovery of corpse,,,,
SALVAGE_DEADBODY,GENERIC,Failed to collect the corpse.,SYSTEM_NOTIFY,
SALVAGE_DEADBODY,0,"%s canceled the corpse collection"","" so I dropped the collected corpse.",SYSTEM_IMPORTANCE,
SALVAGE_DEADBODY,1,Discarded the corpse of %s .,SYSTEM_IMPORTANCE,
SALVAGE_DEADBODY,2,Carried the corpse of %s to the temple.,SYSTEM_IMPORTANCE,
SALVAGE_DEADBODY,3,The recovered corpse was dropped because %s logged out.,SYSTEM_IMPORTANCE,
SALVAGE_DEADBODY,4,The soul of %s seems to have been lost ...,SYSTEM_IMPORTANCE,
SALVAGE_DEADBODY,5,The recovered corpse was dropped because the %s line was disconnected.,SYSTEM_IMPORTANCE,
SALVAGE_DEADBODY,10,Canceled the collection of %s corpse.,SYSTEM_IMPORTANCE,
SALVAGE_DEADBODY,-510,It is protected by a mysterious power.,SYSTEM_IMPORTANCE,
